cell_type	beta	se	z	p	q	sig_pct	trait	discovery
bladder cell	-1.1486926851860186	7.223172456536135	-0.159028832842913	0.7490747426965632	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
basophil	-2.9726547610787	5.17197974691987	-0.57476148526085	0.7415973711276067	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
pancreatic stellate cell	-20.627199172973636	13.056065484948618	-1.5798939731692692	0.9372277230928776	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
basal epithelial cell of tracheobronchial tree	-5.050416451927237	11.543053323497944	-0.4375286425859451	0.92322822073196	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
NK cell	-3.299871824897775	13.532530827568992	-0.2438473532367758	0.8199388836094708	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
atrial myocyte	1.3004851010723195	9.469393137957264	0.1373356330364439	0.7050576565801814	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
adventitial cell	-28.19627740004401	11.122832870019192	-2.5349906565660154	0.9998098211213712	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
proerythroblast	-1.5558866263586737	5.58358698893615	-0.2786536019662011	0.76695411425927	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
CD8-positive, alpha-beta T cell	8.126863183925677	15.265042615677112	0.5323839171978094	0.5851582912182952	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
smooth muscle cell	1.9600129265811683	9.867906886103048	0.1986249920275849	0.5675926746788447	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
professional antigen presenting cell	-9.38549991117273	9.31044348389658	-1.0080615308396392	0.9661559763011413	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
dendritic cell	-18.8893529732547	11.410593191539885	-1.6554225232794877	0.9795454798320736	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
promonocyte	-1.0618594711834648	15.577248639815643	-0.0681673314547563	0.8574611220368731	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
Kupffer cell	-13.550559596069792	12.124783209313929	-1.1175919075947374	0.9160252437979222	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
regulatory T cell	-15.833675384521484	26.65517610307496	-0.594018787318944	0.7270300152346529	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
aortic endothelial cell	5.058975397648207	7.364824349660453	0.686910530036123	0.6982802421197456	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
early pro-B cell	-6.561846275586406	10.817982202887247	-0.6065684110512858	0.7883765359406854	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
hepatocyte	0.0255500794192894	7.428203073123088	0.0034396043252688	0.6158485507383951	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
endocardial cell	-7.758247182168976	13.349853887958837	-0.5811484715324622	0.8584374279756745	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
granulocyte monocyte progenitor cell	-0.9886535788111508	8.321232021092662	-0.1188109616827305	0.7178305250404213	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
intermediate monocyte	-12.766536712646484	22.631493748255878	-0.5641049086134827	0.7149473777684618	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
granulocyte	-19.245197670545288	15.799719185098471	-1.218072134389352	0.983105691410492	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
fibrocyte	-8.81054973602295	3.971130378129575	-2.2186503330502005	0.987610242713111	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
keratinocyte	-0.7365406078666341	7.327661386051152	-0.1005150987556144	0.785660300916896	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
fibroblast of lung	-16.3310876430767	13.759415955799112	-1.1869026778126957	0.9581882004242684	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
kidney collecting duct epithelial cell	-6.36922820687716	7.90722590331159	-0.8054946557438926	0.8731284740259577	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
kidney collecting duct principal cell	-6.1495738331982	7.109573381576586	-0.8649708643747763	0.9190032435360428	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
fibroblast of cardiac tissue	-7.29269543328396	12.152946803012355	-0.6000763067173401	0.9540599784374606	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
kidney loop of Henle ascending limb epithelial cell	-5.520966045191301	8.160032601514477	-0.6765862729723197	0.794726042700322	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
large intestine goblet cell	0.2206042181808619	7.660814273757581	0.0287964451685704	0.7803386989791713	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
epithelial cell of proximal tubule	-5.201773072074544	6.541757768773219	-0.7951644276565802	0.8791879177579345	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
epithelial cell	6.493782185175606	8.251914855602926	0.7869424610902795	0.6050619300306097	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
lymphocyte	-3.001634359359741	10.31688139347413	-0.29094396309125	0.6125626098457693	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
macrophage	4.229572822702149	9.02926935198837	0.4684291339443472	0.8801909775835655	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
enterocyte of epithelium of large intestine	-1.6953961127650707	7.05555595762057	-0.240292348745942	0.8975088400398179	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
megakaryocyte-erythroid progenitor cell	-0.2584577150787004	5.410007825848935	-0.0477740002230298	0.6284343617977612	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
mesangial cell	-11.342127799987791	15.487375840496856	-0.7323466490901613	0.7771378617477225	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
mesenchymal stem cell	-3.2037921142020664	11.783434990382222	-0.2718894886607376	0.9170985781610426	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
mesenchymal stem cell of adipose	2.049375395985339	8.389185504921445	0.2442877672430882	0.7846463568518661	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
endothelial cell of lymphatic vessel	-7.905323535785673	9.937254935699304	-0.7955238732364633	0.8691021949586959	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
monocyte	-12.934840696592014	13.099051289916217	-0.9874639323345034	0.98333629561298	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
mucus secreting cell	-1.9353737339104629	5.8674474192719135	-0.3298493528128833	0.6758518163777816	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
myeloid cell	-2.668462797199709	12.784099036202043	-0.208732957218428	0.930828675115123	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
myeloid dendritic cell	-17.571286581116397	12.24337553858435	-1.435166839875279	0.9915950983270864	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
myeloid leukocyte	-1.7586321115868344	11.994312133754862	-0.1466221732414002	0.8481967433968505	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
endothelial cell of hepatic sinusoid	-2.087415087618722	12.705924589195464	-0.1642867524488351	0.7194674790083371	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
granulocytopoietic cell	-13.318499676422888	12.605214848223545	-1.0565864871632764	0.9436177688563104	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
endothelial cell	7.595410404408379	10.654436548000085	0.7128871029631401	0.6433177870090125	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
neutrophil	-3.047051323731501	24.40246929021654	-0.1248665160682377	0.730044314908938	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
endothelial cell of coronary artery	-3.3328702405414186	15.968867030876885	-0.208710501133054	0.8959333768445776	0.9998098211213712	0.0	UKB_460K.repro_MENARCHE_AGE	False
myeloid cell	76.7018390464682	9.79230491784132	7.832868736217504	5.0607048939396694e-21	6.072845872727605e-19	0.6975743348982786	PASS_UC_deLange2017	True
T cell	65.8011531787869	8.680660526713947	7.580201181268386	1.1642112508116073e-18	6.985267504869641e-17	0.5861550037622273	PASS_UC_deLange2017	True
macrophage	48.00371796889471	6.164888405651661	7.786632102681258	1.485046375625788e-17	5.940185502503151e-16	0.4887617490805067	PASS_UC_deLange2017	True
B cell	105.11303805867531	15.421010181248027	6.816222596525677	5.621435596274271e-17	1.477473506374199e-15	0.7575057736720554	PASS_UC_deLange2017	True
CD4-positive, alpha-beta T cell	87.02583415717089	12.30526209110064	7.072245476194234	6.156139609892496e-17	1.477473506374199e-15	0.7034188034188035	PASS_UC_deLange2017	True
non-classical monocyte	121.85150843882325	17.773830854460698	6.855669407264679	5.938321566011731e-15	1.1876643132023461e-13	0.8523489932885906	PASS_UC_deLange2017	True
naive B cell	95.32130337498116	14.785824369456778	6.446803437749965	8.39386368268055e-15	1.4389480598880945e-13	0.6214937478878	PASS_UC_deLange2017	True
classical monocyte	115.3124037656901	18.805659650480717	6.131792551224996	5.044997230191625e-12	7.567495845287438e-11	0.6485148514851485	PASS_UC_deLange2017	True
promonocyte	69.55944748730097	11.848644666427074	5.870667021047264	1.0654378121039356e-11	1.4205837494719142e-10	0.7083743842364532	PASS_UC_deLange2017	True
dendritic cell	54.44365428979617	8.912009463160775	6.109021148916838	4.3957398777966364e-11	5.274887853355965e-10	0.8870967741935484	PASS_UC_deLange2017	True
mature NK T cell	82.72540410053125	14.217846499819572	5.81842011739127	2.2187410568954176e-10	2.4204447893404562e-09	0.5376884422110553	PASS_UC_deLange2017	True
DN4 thymocyte	63.162632436331776	11.760710434890932	5.370647699049274	2.4280075932832387e-10	2.428007593283239e-09	0.7642369020501139	PASS_UC_deLange2017	True
CD8-positive, alpha-beta T cell	63.40393389626835	11.993251216559566	5.286634353887624	7.344495920443621e-10	6.779534695794112e-09	0.7074766355140187	PASS_UC_deLange2017	True
mature alpha-beta T cell	49.84961188317795	9.853936959696648	5.058852323397913	1.5576965925420215e-08	1.3351685078931612e-07	0.406060606060606	PASS_UC_deLange2017	True
intermediate monocyte	86.97586822509766	18.99922178582054	4.577864778125244	2.8721898457089315e-06	2.297751876567145e-05	0.4166666666666667	PASS_UC_deLange2017	True
regulatory T cell	89.98909759521484	21.26228820946477	4.232333637315516	1.069002969113305e-05	8.017522268349789e-05	0.1914893617021276	PASS_UC_deLange2017	True
NK cell	41.18515886731447	10.780316456708205	3.8204035134503336	1.7502931688234452e-05	0.0001235501060345	0.685290763968073	PASS_UC_deLange2017	True
myeloid leukocyte	39.725950381047554	9.309670196584364	4.2671705379662805	2.32862280073387e-05	0.0001552415200489	0.3349282296650718	PASS_UC_deLange2017	True
myeloid dendritic cell	36.30899358194887	9.66002732185961	3.7586843569050257	3.736001915386374e-05	0.0002359580157086	0.7426273458445041	PASS_UC_deLange2017	True
monocyte	37.3954917058695	11.015440689991667	3.3948248425363534	0.0002385709286698	0.0014314255720191	0.4090554254488681	PASS_UC_deLange2017	True
leukocyte	42.85296771101654	11.687226108884644	3.666650008460062	0.0002523591444882	0.00143475059347	0.3481012658227848	PASS_UC_deLange2017	True
immature B cell	46.19008641995477	13.930376649884344	3.315781588743924	0.0002630376088028	0.00143475059347	0.6095076400679117	PASS_UC_deLange2017	True
microglial cell	51.85923331988145	16.549177509179746	3.1336441518689004	0.0005640722984593	0.0029429859050055	0.4991709375942116	PASS_UC_deLange2017	True
neutrophil	57.52103926863461	17.984173384036414	3.198425528953861	0.0005931343703044	0.0029656718515222	0.3006535947712418	PASS_UC_deLange2017	True
granulocyte	47.46916140763851	15.4485133614344	3.072733297829182	0.0006472722904512	0.003106906994166	0.7022926500337154	PASS_UC_deLange2017	True
thymocyte	33.74523935506491	11.720379771288773	2.8791933378925214	0.0013526152409727	0.0062428395737205	0.676923076923077	PASS_UC_deLange2017	True
granulocytopoietic cell	25.62506287432071	9.399454736201704	2.7262286583099966	0.0029370414942248	0.0126600031874586	0.6583850931677019	PASS_UC_deLange2017	True
lymphocyte	22.740297317504883	8.235824428441532	2.76114401358214	0.0029540007437403	0.0126600031874586	0.9	PASS_UC_deLange2017	True
proerythroblast	19.053643390438705	6.608129243957063	2.883364215048108	0.0041074785161245	0.016996462825343	0.0934579439252336	PASS_UC_deLange2017	True
intestinal crypt stem cell	16.627984350524578	6.659698709449442	2.49680729954512	0.0054709429219	0.0218837716876001	0.5813806206459785	PASS_UC_deLange2017	True
granulocyte monocyte progenitor cell	15.321036502101265	6.789427361308105	2.2566021678666863	0.0153249469001871	0.0593223750974987	0.436	PASS_UC_deLange2017	True
epithelial cell	17.087785180971363	6.632733008477555	2.576281173858619	0.0328941190660993	0.1233529464978724	0.0	PASS_UC_deLange2017	False
professional antigen presenting cell	69.08735426734053	32.00171602055423	2.158864050383009	0.042822644995181	0.1557187090733855	0.0	PASS_UC_deLange2017	False
large intestine goblet cell	12.309560782648411	6.506288533958594	1.8919481849599065	0.0469102859991741	0.1655657152912028	0.0	PASS_UC_deLange2017	False
enterocyte of epithelium of large intestine	12.083442928430047	6.389468151308464	1.891150036635764	0.0538550449269447	0.1846458683209536	0.0	PASS_UC_deLange2017	False
secretory cell	9.772319328899645	6.217460566039131	1.5717541309836012	0.0692392152505795	0.2307973841685983	0.0	PASS_UC_deLange2017	False
hematopoietic stem cell	13.68265904249008	7.997813348054818	1.710799995828597	0.0732800858437075	0.2376651432768894	0.0	PASS_UC_deLange2017	False
pericyte cell	5.7841105461120605	4.113976980349992	1.4059657051411076	0.0789937700560298	0.2494540107032522	0.0	PASS_UC_deLange2017	False
vein endothelial cell	24.0501285711854	15.98028180169906	1.5049877636468425	0.0854282287641892	0.2628560885051975	0.0	PASS_UC_deLange2017	False
precursor B cell	21.763229613997296	14.258496514844062	1.526334111828712	0.0925013639117279	0.2775040917351839	0.0	PASS_UC_deLange2017	False
epithelial cell of large intestine	14.33520562017729	6.829247644464805	2.099090026673167	0.0953619044489278	0.2791080130212522	0.0	PASS_UC_deLange2017	False
megakaryocyte-erythroid progenitor cell	6.864918860603031	6.249404095081895	1.0984917531585976	0.1772809687560437	0.5065170535886965	0.0	PASS_UC_deLange2017	False
endothelial cell	12.006374240937117	7.989635573689071	1.502743664614153	0.2477930673570045	0.6915155368102451	0.0	PASS_UC_deLange2017	False
basal cell	8.566221831743682	9.476590664184268	0.9039349841413724	0.2700637363182367	0.7365374626861002	0.0	PASS_UC_deLange2017	False
smooth muscle cell of the pulmonary artery	8.555933343013162	11.336102523361678	0.7547508789181215	0.3122512529615563	0.8145684859866688	0.0	PASS_UC_deLange2017	False
pulmonary interstitial fibroblast	4.670555114746094	9.309849713973817	0.5016788947447482	0.3087604294706609	0.8145684859866688	0.0	PASS_UC_deLange2017	False
early pro-B cell	4.702469865662942	8.869771537487624	0.5301680934833778	0.3365344745161552	0.8592369562114602	0.0	PASS_UC_deLange2017	False
endothelial cell of hepatic sinusoid	5.501601966878478	9.926707721858207	0.5542222175801724	0.38631601107041	0.9657900276760252	0.0	PASS_UC_deLange2017	False
mesenchymal stem cell	4.136695214230818	12.31298155171176	0.3359621060794761	0.7011043877413344	0.9999996749833162	0.0	PASS_UC_deLange2017	False
stromal cell	1.219119204754274	8.954602364641211	0.1361444266434628	0.7054351407999208	0.9999996749833162	0.0	PASS_UC_deLange2017	False
mesenchymal stem cell of adipose	-2.032869300789242	7.681069383508806	-0.2646596716277288	0.9303736129663144	0.9999996749833162	0.0	PASS_UC_deLange2017	False
smooth muscle cell of trachea	1.5334608127888174	4.003431239297852	0.3830366306123359	0.6247047150965594	0.9999996749833162	0.0	PASS_UC_deLange2017	False
skeletal muscle satellite cell	3.157528290185501	12.185773890550411	0.259115942782595	0.6443576441423539	0.9999996749833162	0.0	PASS_UC_deLange2017	False
type II pneumocyte	-9.002838523726023	5.0765074953754565	-1.773431543620754	0.9758496819637852	0.9999996749833162	0.0	PASS_UC_deLange2017	False
valve cell	-4.681331005582677	10.374606776596272	-0.4512297291250724	0.7532543555798992	0.9999996749833162	0.0	PASS_UC_deLange2017	False
mucus secreting cell	0.6599612654325195	5.006645911744477	0.1318170441980722	0.4724621951044725	0.9999996749833162	0.0	PASS_UC_deLange2017	False
smooth muscle cell	-1.0513372061069606	7.57296014200096	-0.1388277749246375	0.7208046144710745	0.9999996749833162	0.0	PASS_UC_deLange2017	False
type I pneumocyte	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
oligodendrocyte precursor cell	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
plasmacytoid dendritic cell	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
pancreatic A cell	-12.434458281154129	4.9728705602810495	-2.500458865844957	0.998300602483536	0.9999996749833162	0.0	PASS_UC_deLange2017	False
neuroepithelial cell	-15.5086023125613	13.349074142030435	-1.1617736292085945	0.9503711684405576	0.9999996749833162	0.0	PASS_UC_deLange2017	False
plasma cell	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
neuron	-4.345781378697689	4.066629167093376	-1.068644619446291	0.952452831300272	0.9999996749833162	0.0	PASS_UC_deLange2017	False
neuronal stem cell	-6.092459084574367	2.009444913670212	-3.0319114712364077	0.9998517742944948	0.9999996749833162	0.0	PASS_UC_deLange2017	False
pancreatic stellate cell	-26.738523483276367	10.178196315498017	-2.627039472854583	0.9956629495728664	0.9999996749833162	0.0	PASS_UC_deLange2017	False
pancreatic ductal cell	-10.73047869726484	7.001499304717694	-1.532597266707506	0.9813288067021296	0.9999996749833162	0.0	PASS_UC_deLange2017	False
pancreatic acinar cell	-3.8148390154843215	5.211582496807628	-0.7319924452546062	0.9148566669291204	0.9999996749833162	0.0	PASS_UC_deLange2017	False
mesangial cell	-3.717435359954834	12.203795196065077	-0.3046130568590223	0.6044237059498103	0.9999996749833162	0.0	PASS_UC_deLange2017	False
pancreatic D cell	-9.566771462520007	3.701267482365454	-2.5847284769610743	0.9981732365732316	0.9999996749833162	0.0	PASS_UC_deLange2017	False
pancreatic B cell	-9.038290375401404	5.521081901510846	-1.6370505883870463	0.9810983881135305	0.9999996749833162	0.0	PASS_UC_deLange2017	False
oligodendrocyte	-11.21873216579201	4.579502760854271	-2.449770805182186	0.9971974507852474	0.9999996749833162	0.0	PASS_UC_deLange2017	False
respiratory basal cell	-4.775715351104736	6.999956948284256	-0.6822492461579069	0.7387950311413554	0.9999996749833162	0.0	PASS_UC_deLange2017	False
pancreatic PP cell	-10.268163157412484	4.287491192145782	-2.3949117787629843	0.9960466190655638	0.9999996749833162	0.0	PASS_UC_deLange2017	False
kidney interstitial fibroblast	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
lymphoid progenitor cell	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
endocardial cell	-0.1858887463906635	9.970509458969804	-0.0186438563802205	0.6758196380636976	0.9999996749833162	0.0	PASS_UC_deLange2017	False
club cell of bronchiole	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
ciliated columnar cell of tracheobronchial tree	-2.63667631149292	1.3552723503194584	-1.9454955388645057	0.9739869243579352	0.9999996749833162	0.0	PASS_UC_deLange2017	False
chondrocyte	2.129850899895475	6.188827105453253	0.3441445145589489	0.5298262685322094	0.9999996749833162	0.0	PASS_UC_deLange2017	False
bulge keratinocyte	-6.298068081996975	11.65623091696829	-0.5403177173531032	0.9008243096958466	0.9999996749833162	0.0	PASS_UC_deLange2017	False
bronchial smooth muscle cell	-7.028862618060428	13.044926124285572	-0.5388196568606766	0.9191978777648055	0.9999996749833162	0.0	PASS_UC_deLange2017	False
brain pericyte	-0.8637772183646828	5.65680739970044	-0.1526969467637213	0.7121543755360276	0.9999996749833162	0.0	PASS_UC_deLange2017	False
bladder urothelial cell	0.1853026788114924	8.215885243136842	0.0225541951144321	0.640870762431345	0.9999996749833162	0.0	PASS_UC_deLange2017	False
bladder cell	0.1821232427118261	7.280288454192672	0.0250159377417171	0.666374166036893	0.9999996749833162	0.0	PASS_UC_deLange2017	False
basophil	-1.635735698584043	4.308854182178236	-0.3796219666354865	0.6782647176555581	0.9999996749833162	0.0	PASS_UC_deLange2017	False
basal epithelial cell of tracheobronchial tree	-9.081194777657943	6.501815656838079	-1.3967167414393065	0.9923841708100642	0.9999996749833162	0.0	PASS_UC_deLange2017	False
basal cell of epidermis	2.000330162549522	7.130460310217344	0.2805331038282646	0.7703466466380762	0.9999996749833162	0.0	PASS_UC_deLange2017	False
atrial myocyte	-6.28618810102313	12.018087363093514	-0.5230606094882835	0.9046315226261292	0.9999996749833162	0.0	PASS_UC_deLange2017	False
astrocyte	-27.56072425842285	5.568085855425075	-4.949766396214957	0.9999996749833162	0.9999996749833162	0.0	PASS_UC_deLange2017	False
aortic endothelial cell	6.045079387833734	7.17903565228892	0.8420461578159677	0.62311221952121	0.9999996749833162	0.0	PASS_UC_deLange2017	False
adventitial cell	-2.681724856290897	10.36982547730612	-0.2586084849894269	0.7986338836217836	0.9999996749833162	0.0	PASS_UC_deLange2017	False
Kupffer cell	-5.730661968865196	8.532587668444124	-0.6716206374367266	0.8089083504822494	0.9999996749833162	0.0	PASS_UC_deLange2017	False
Brush cell of epithelium proper of large intestine	-6.29833566163765	3.55129433797105	-1.7735324257115952	0.989817540273766	0.9999996749833162	0.0	PASS_UC_deLange2017	False
Bergmann glial cell	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
endothelial cell of coronary artery	3.7446804018978126	13.522791803280333	0.276916220878993	0.7351397031342846	0.9999996749833162	0.0	PASS_UC_deLange2017	False
medium spiny neuron	-4.104790687561035	1.0663167615523503	-3.8495040456695593	0.9999542161746252	0.9999996749833162	0.0	PASS_UC_deLange2017	False
endothelial cell of lymphatic vessel	-0.2891371426371283	9.048548857102586	-0.0319539792737232	0.6328481233785518	0.9999996749833162	0.0	PASS_UC_deLange2017	False
ependymal cell	-4.712218538599292	2.3513249935903	-2.0040694295534545	0.9911046368707822	0.9999996749833162	0.0	PASS_UC_deLange2017	False
lung neuroendocrine cell	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
lung macrophage	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
luminal epithelial cell of mammary gland	1.890034073270818	6.095812955652691	0.310054472967084	0.5673610724212554	0.9999996749833162	0.0	PASS_UC_deLange2017	False
late pro-B cell	1.186470491009766	7.949385640298801	0.1492531051701712	0.5637139475481345	0.9999996749833162	0.0	PASS_UC_deLange2017	False
kidney loop of Henle ascending limb epithelial cell	-2.672147511899821	4.551342530228328	-0.5871119332707677	0.7733402037365793	0.9999996749833162	0.0	PASS_UC_deLange2017	False
kidney collecting duct principal cell	-6.275826081689623	5.004512775295966	-1.2540333821644547	0.9617882003820049	0.9999996749833162	0.0	PASS_UC_deLange2017	False
kidney collecting duct epithelial cell	-3.8221956629010414	7.337619156650233	-0.5209040672868539	0.786172397519775	0.9999996749833162	0.0	PASS_UC_deLange2017	False
keratinocyte stem cell	-4.828457832336426	8.497201346625761	-0.5682409578600613	0.7293689020819326	0.9999996749833162	0.0	PASS_UC_deLange2017	False
keratinocyte	0.8715482629744462	6.615383657162718	0.1317456867419607	0.693399133501919	0.9999996749833162	0.0	PASS_UC_deLange2017	False
interneuron	0.0	1e-06	0.0	0.5	0.9999996749833162	0.0	PASS_UC_deLange2017	False
hepatocyte	-8.717619484468079	8.497217684238306	-1.0259381139121104	0.9163404443120124	0.9999996749833162	0.0	PASS_UC_deLange2017	False
fibrocyte	-3.9999146461486816	3.048491846144868	-1.3120962259443096	0.906103338567134	0.9999996749833162	0.0	PASS_UC_deLange2017	False
fibroblast of lung	-8.376346868264413	11.332044996125298	-0.7391734564351351	0.8826064046665665	0.9999996749833162	0.0	PASS_UC_deLange2017	False
fibroblast of cardiac tissue	-2.873285411924357	11.186919776143863	-0.2568433017685212	0.881003737497714	0.9999996749833162	0.0	PASS_UC_deLange2017	False
fibroblast	3.440642332274045	7.646162643277903	0.4499828858988337	0.6820356584120287	0.9999996749833162	0.0	PASS_UC_deLange2017	False
fenestrated cell	2.878643198892119	12.586350676113607	0.2287115044677097	0.6130952178569853	0.9999996749833162	0.0	PASS_UC_deLange2017	False
epithelial cell of thymus	-8.044368139875061	7.976003027674436	-1.008571349830663	0.969009512024924	0.9999996749833162	0.0	PASS_UC_deLange2017	False
epithelial cell of proximal tubule	-4.903320383410646	5.94455364373682	-0.824842482257147	0.8900271906851916	0.9999996749833162	0.0	PASS_UC_deLange2017	False
epidermal cell	-10.276749294220574	7.189712469096796	-1.429368606657449	0.9791116825672972	0.9999996749833162	0.0	PASS_UC_deLange2017	False
enteroendocrine cell	-6.203267389284483	3.5291572733323973	-1.7577191688674914	0.9922459843604212	0.9999996749833162	0.0	PASS_UC_deLange2017	False
ventricular myocyte	-11.514797925028496	7.680232938618159	-1.4992771725879783	0.9767989582193964	0.9999996749833162	0.0	PASS_UC_deLange2017	False
mesenchymal stem cell of adipose	45.5720793012155	7.976560318038806	5.713249506576826	2.6948103345207687e-11	3.233772401424923e-09	0.818719628142827	UKB_460K.body_BALDING1	True
bulge keratinocyte	71.0429231305269	13.17572740315854	5.39195453554209	3.407559109930885e-10	2.0445354659585313e-08	0.9600614439324116	UKB_460K.body_BALDING1	True
basal cell of epidermis	43.42758383382333	8.06611037256938	5.383956061586832	1.0362469280339542e-09	4.1449877121358183e-08	0.8224964404366397	UKB_460K.body_BALDING1	True
fibroblast	33.0584601051395	8.064936670223123	4.099035300202167	8.854447812353968e-06	0.0002656334343706	0.5	UKB_460K.body_BALDING1	True
keratinocyte	24.16977652987835	6.88015300801661	3.512970787381652	0.0001145411807271	0.0027489883374527	0.5975308641975309	UKB_460K.body_BALDING1	True
stromal cell	30.3008113746167	9.170377022943072	3.3042056284935803	0.000528765650231	0.0105753130046207	0.6352941176470588	UKB_460K.body_BALDING1	True
keratinocyte stem cell	29.825733184814453	9.695588703509353	3.0762168339524263	0.0011901492003789	0.0204025577207825	0.5142857142857142	UKB_460K.body_BALDING1	True
basal cell	31.200584329503585	11.284227741322216	2.7649729378687367	0.0019373913434826	0.0290608701522392	0.780271154745208	UKB_460K.body_BALDING1	True
intestinal crypt stem cell	19.23024054003107	7.846987185256641	2.450652726458114	0.0088980510623848	0.1186406808317973	0.0	UKB_460K.body_BALDING1	False
hematopoietic stem cell	22.775600117831186	9.978473000550975	2.2824734923443293	0.0143378418257786	0.1228957870781026	0.0	UKB_460K.body_BALDING1	False
fenestrated cell	44.425861184143	18.702347685387227	2.375416280965326	0.0114768262715275	0.1228957870781026	0.0	UKB_460K.body_BALDING1	False
adventitial cell	28.60625451767348	12.238112119079425	2.33747282581893	0.0112552311630338	0.1228957870781026	0.0	UKB_460K.body_BALDING1	False
mesenchymal stem cell	33.565772596084635	13.881942856586749	2.41794487578936	0.0142279904525447	0.1228957870781026	0.0	UKB_460K.body_BALDING1	False
bladder cell	17.38165464155034	7.49201656401097	2.320023520108823	0.0133631651538225	0.1228957870781026	0.0	UKB_460K.body_BALDING1	False
fibroblast of cardiac tissue	28.071508559874943	12.775823776429585	2.1972366753887704	0.023123862629617	0.1849909010369362	0.0	UKB_460K.body_BALDING1	False
